RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,SyntheticFirstName,CustomerFullName,CountryISO2,Locale,TimeZone,LocalCurrency,Region,City,PostalCode,StreetAddress,PhoneCountryCode,SyntheticPhone,SyntheticEmail,CustomerAgeGroup
88.0,15625759,Rowley,729.0,France,Male,30,9.0,0.0,2.0,1.0,0.0,151869.35,0.0,Gabriel,Gabriel Rowley,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,55 Avenue Victor Hugo,+33,+33 7 03 41 69 70,gabriel.rowley.5759@fr.demo-bank.example,25-34
89.0,15622897,Sharpe,646.0,France,Female,46,4.0,0.0,3.0,1.0,0.0,93251.42,1.0,Emma,Emma Sharpe,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,162 Allée Voltaire,+33,+33 7 93 86 63 80,emma.sharpe.2897@fr.demo-bank.example,45-54
90.0,15767954,Osborne,635.0,Germany,Female,28,3.0,81623.67,2.0,1.0,1.0,156791.36,0.0,Lena,Lena Osborne,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,HauptAllee 49,+49,+49 176 4010154,lena.osborne.7954@de.demo-bank.example,25-34
91.0,15757535,Heap,647.0,Spain,Female,44,5.0,0.0,3.0,1.0,1.0,174205.22,1.0,Sofía,Sofía Heap,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,73 Avenida de la Constitución,+34,+34 755 326 638,sofia.heap.7535@es.demo-bank.example,35-44
92.0,15731511,Ritchie,808.0,France,Male,45,7.0,118626.55,2.0,1.0,0.0,147132.46,0.0,Nicolas,Nicolas Ritchie,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,186 Avenue de la Paix,+33,+33 7 98 18 83 00,nicolas.ritchie.1511@fr.demo-bank.example,45-54
93.0,15809248,Cole,524.0,France,Female,36,10.0,0.0,2.0,1.0,0.0,109614.57,0.0,Inès,Inès Cole,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,54 Rue Victor Hugo,+33,+33 7 84 98 01 05,ines.cole.9248@fr.demo-bank.example,35-44
94.0,15640635,Capon,769.0,France,Male,29,8.0,0.0,2.0,1.0,1.0,172290.61,0.0,Jules,Jules Capon,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,158 Rue de la République,+33,+33 6 41 11 47 86,jules.capon.0635@fr.demo-bank.example,25-34
95.0,15676966,Capon,730.0,Spain,Male,42,4.0,0.0,2.0,0.0,1.0,85982.47,0.0,Daniel,Daniel Capon,ES,es_ES,Europe/Madrid,EUR,Catalonia,Barcelona,08001,25 Avenida Velázquez,+34,+34 737 699 215,daniel.capon.6966@es.demo-bank.example,35-44
96.0,15699461,Fiorentini,515.0,Spain,Male,35,10.0,176273.95,1.0,0.0,1.0,121277.78,0.0,Daniel,Daniel Fiorentini,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,185 Avenida San José,+34,+34 665 306 750,daniel.fiorentini.9461@es.demo-bank.example,35-44
97.0,15738721,Graham,773.0,Spain,Male,41,9.0,102827.44,1.0,0.0,1.0,64595.25,0.0,Adrián,Adrián Graham,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,43 Avenida Gran Vía,+34,+34 638 558 226,adrian.graham.8721@es.demo-bank.example,35-44
98.0,15693683,Yuille,814.0,Germany,Male,29,8.0,97086.4,2.0,1.0,1.0,197276.13,0.0,Paul,Paul Yuille,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,GoetheStraße 59,+49,+49 157 3423525,paul.yuille.3683@de.demo-bank.example,25-34
99.0,15604348,Allard,710.0,Spain,Male,22,8.0,0.0,2.0,0.0,0.0,99645.04,0.0,Mateo,Mateo Allard,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,121 Calle del Sol,+34,+34 732 353 400,mateo.allard.4348@es.demo-bank.example,18-24
100.0,15633059,Fanucci,413.0,France,Male,34,9.0,0.0,2.0,0.0,0.0,6534.18,0.0,Nicolas,Nicolas Fanucci,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,72 Avenue des Lilas,+33,+33 7 40 65 08 71,nicolas.fanucci.3059@fr.demo-bank.example,25-34
101.0,15808582,Fu,665.0,France,Female,40,6.0,0.0,1.0,1.0,1.0,161848.03,0.0,Chloé,Chloé Fu,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,84 Rue Carnot,+33,+33 7 15 86 95 30,chloe.fu.8582@fr.demo-bank.example,35-44
102.0,15743192,Hung,623.0,France,Female,44,6.0,0.0,2.0,0.0,0.0,167162.43,0.0,Camille,Camille Hung,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,80 Avenue de la Paix,+33,+33 6 76 04 49 05,camille.hung.3192@fr.demo-bank.example,35-44
103.0,15580146,Hung,738.0,France,Male,31,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0,Lucas,Lucas Hung,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,27 Avenue Gambetta,+33,+33 7 20 96 88 41,lucas.hung.0146@fr.demo-bank.example,25-34
104.0,15776605,Bradley,528.0,Spain,Male,36,7.0,0.0,2.0,1.0,0.0,60536.56,0.0,Mateo,Mateo Bradley,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,67 Paseo Goya,+34,+34 799 375 766,mateo.bradley.6605@es.demo-bank.example,35-44
105.0,15804919,Dunbabin,670.0,Spain,Female,65,1.0,0.0,1.0,1.0,1.0,177655.68,1.0,Julia,Julia Dunbabin,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,56 Calle Gran Vía,+34,+34 748 709 200,julia.dunbabin.4919@es.demo-bank.example,65+
106.0,15613854,Mauldon,622.0,Spain,Female,46,4.0,107073.27,2.0,1.0,1.0,30984.59,1.0,Claudia,Claudia Mauldon,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,69 Paseo Mayor,+34,+34 775 827 397,claudia.mauldon.3854@es.demo-bank.example,45-54
107.0,15599195,Stiger,582.0,Germany,Male,32,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0,Finn,Finn Stiger,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,KirchAllee 19,+49,+49 157 9857966,finn.stiger.9195@de.demo-bank.example,25-34
108.0,15812878,Parsons,785.0,Germany,Female,36,2.0,99806.85,1.0,0.0,1.0,36976.52,0.0,Lena,Lena Parsons,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,BerlinerPlatz 34,+49,+49 163 3805800,lena.parsons.2878@de.demo-bank.example,35-44
109.0,15602312,Walkom,605.0,Spain,Male,33,5.0,150092.8,1.0,0.0,0.0,71862.79,0.0,Martín,Martín Walkom,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,1 Plaza Gran Vía,+34,+34 648 293 455,martin.walkom.2312@es.demo-bank.example,25-34
110.0,15744689,T'ang,479.0,Germany,Male,35,9.0,92833.89,1.0,1.0,0.0,99449.86,1.0,Felix,Felix T'ang,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,SchillerAllee 39,+49,+49 170 8575156,felix.t.ang.4689@de.demo-bank.example,35-44
111.0,15803526,Eremenko,685.0,Germany,Male,30,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0,Paul,Paul Eremenko,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,KirchStraße 127,+49,+49 172 7738121,paul.eremenko.3526@de.demo-bank.example,25-34
112.0,15665790,Rowntree,538.0,Germany,Male,39,7.0,108055.1,2.0,1.0,0.0,27231.26,0.0,Max,Max Rowntree,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,FriedrichPlatz 86,+49,+49 176 5725558,max.rowntree.5790@de.demo-bank.example,35-44
113.0,15715951,Thorpe,562.0,France,Male,42,2.0,100238.35,1.0,0.0,0.0,86797.41,0.0,Thomas,Thomas Thorpe,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,85 Rue Victor Hugo,+33,+33 7 80 02 98 34,thomas.thorpe.5951@fr.demo-bank.example,35-44
114.0,15591100,Chiemela,675.0,Spain,Male,36,9.0,106190.55,1.0,0.0,1.0,22994.32,0.0,Alejandro,Alejandro Chiemela,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,88 Paseo Goya,+34,+34 677 940 401,alejandro.chiemela.1100@es.demo-bank.example,35-44
115.0,15609618,Fanucci,721.0,Germany,Male,28,9.0,154475.54,2.0,0.0,1.0,101300.94,1.0,Ben,Ben Fanucci,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,BahnhofPlatz 40,+49,+49 170 8246293,ben.fanucci.9618@de.demo-bank.example,25-34
116.0,15675522,Ko,628.0,Germany,Female,30,9.0,132351.29,2.0,1.0,1.0,74169.13,0.0,Hannah,Hannah Ko,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,FriedrichStraße 113,+49,+49 176 3039047,hannah.ko.5522@de.demo-bank.example,25-34
117.0,15705512,Welch,668.0,Germany,Female,37,6.0,167864.4,1.0,1.0,0.0,115638.29,0.0,Laura,Laura Welch,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,BerlinerWeg 115,+49,+49 151 9296489,laura.welch.5512@de.demo-bank.example,35-44
118.0,15698028,Duncan,506.0,France,Female,41,1.0,0.0,2.0,1.0,0.0,31766.3,0.0,Inès,Inès Duncan,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,19 Rue Pasteur,+33,+33 7 52 89 84 48,ines.duncan.8028@fr.demo-bank.example,35-44
119.0,15661670,Chidozie,524.0,Germany,Female,31,8.0,107818.63,1.0,1.0,0.0,199725.39,1.0,Sophie,Sophie Chidozie,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,HauptStraße 173,+49,+49 172 1541009,sophie.chidozie.1670@de.demo-bank.example,25-34
120.0,15600781,Wu,699.0,Germany,Male,34,4.0,185173.81,2.0,1.0,0.0,120834.48,0.0,Finn,Finn Wu,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,BerlinerStraße 191,+49,+49 151 4768917,finn.wu.0781@de.demo-bank.example,25-34
121.0,15682472,Culbreth,828.0,France,Male,34,8.0,129433.34,2.0,0.0,0.0,38131.77,0.0,Arthur,Arthur Culbreth,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,115 Boulevard des Lilas,+33,+33 7 20 09 42 58,arthur.culbreth.2472@fr.demo-bank.example,25-34
122.0,15580203,Kennedy,674.0,Spain,Male,39,6.0,120193.42,1.0,0.0,0.0,100130.95,0.0,Alejandro,Alejandro Kennedy,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,98 Paseo San José,+34,+34 649 066 685,alejandro.kennedy.0203@es.demo-bank.example,35-44
123.0,15690673,Cameron,656.0,France,Female,39,6.0,0.0,2.0,1.0,0.0,141069.88,0.0,Julie,Julie Cameron,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,62 Avenue de la Paix,+33,+33 6 72 89 26 81,julie.cameron.0673@fr.demo-bank.example,35-44
124.0,15760085,Calabresi,684.0,Germany,Female,48,10.0,126384.42,1.0,1.0,1.0,198129.36,0.0,Laura,Laura Calabresi,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,FriedrichAllee 118,+49,+49 162 5594230,laura.calabresi.0085@de.demo-bank.example,45-54
125.0,15779659,Zetticci,625.0,France,Female,28,3.0,0.0,1.0,0.0,0.0,183646.41,0.0,Marie,Marie Zetticci,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,62 Boulevard Gambetta,+33,+33 7 68 27 61 80,marie.zetticci.9659@fr.demo-bank.example,25-34
126.0,15627360,Fuller,432.0,France,Male,42,9.0,152603.45,1.0,1.0,0.0,110265.24,1.0,Jules,Jules Fuller,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,79 Avenue du Moulin,+33,+33 7 11 43 78 14,jules.fuller.7360@fr.demo-bank.example,35-44
127.0,15671137,MacDonald,549.0,France,Female,52,1.0,0.0,1.0,0.0,1.0,8636.05,1.0,Inès,Inès MacDonald,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,142 Rue Voltaire,+33,+33 7 44 64 29 22,ines.macdonald.1137@fr.demo-bank.example,45-54
128.0,15782688,Piccio,625.0,Germany,Male,56,0.0,148507.24,1.0,1.0,0.0,46824.08,1.0,Tim,Tim Piccio,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,FriedrichStraße 128,+49,+49 171 7784556,tim.piccio.2688@de.demo-bank.example,55-64
129.0,15575492,Kennedy,828.0,France,Female,41,7.0,0.0,2.0,1.0,0.0,171378.77,0.0,Julie,Julie Kennedy,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,158 Rue des Lilas,+33,+33 6 19 83 17 99,julie.kennedy.5492@fr.demo-bank.example,35-44
130.0,15591607,Fernie,770.0,France,Male,24,9.0,101827.07,1.0,1.0,0.0,167256.35,0.0,Lucas,Lucas Fernie,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,46 Boulevard de la Paix,+33,+33 7 10 16 69 30,lucas.fernie.1607@fr.demo-bank.example,18-24
131.0,15740404,He,758.0,France,Female,34,3.0,0.0,2.0,1.0,1.0,124226.16,0.0,Chloé,Chloé He,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,175 Avenue Jean Jaurès,+33,+33 6 36 02 71 43,chloe.he.0404@fr.demo-bank.example,25-34
132.0,15718369,Kaodilinakachukwu,795.0,Germany,Female,33,9.0,130862.43,1.0,1.0,1.0,114935.21,0.0,Laura,Laura Kaodilinakachukwu,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,GartenWeg 190,+49,+49 157 9641304,laura.kaodilinakachukwu.8369@de.demo-bank.example,25-34
133.0,15677871,Cocci,687.0,France,Male,38,9.0,122570.87,1.0,1.0,1.0,35608.88,0.0,Jules,Jules Cocci,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,89 Rue Victor Hugo,+33,+33 7 08 88 11 43,jules.cocci.7871@fr.demo-bank.example,35-44
134.0,15642004,Alekseeva,686.0,France,Male,25,1.0,0.0,2.0,0.0,1.0,16459.37,0.0,Louis,Louis Alekseeva,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,167 Avenue du Moulin,+33,+33 6 61 38 63 17,louis.alekseeva.2004@fr.demo-bank.example,25-34
135.0,15712543,Chinweike,789.0,Germany,Male,39,7.0,124828.46,2.0,1.0,1.0,124411.08,0.0,Max,Max Chinweike,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,BerlinerPlatz 76,+49,+49 160 5116271,max.chinweike.2543@de.demo-bank.example,35-44
136.0,15584518,Arthur,589.0,Germany,Female,50,5.0,144895.05,2.0,1.0,1.0,34941.23,0.0,Lena,Lena Arthur,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,GartenStraße 21,+49,+49 175 6309296,lena.arthur.4518@de.demo-bank.example,45-54
137.0,15802381,Li,461.0,Germany,Female,34,5.0,63663.93,1.0,0.0,1.0,167784.28,0.0,Laura,Laura Li,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,KirchPlatz 182,+49,+49 175 6798516,laura.li.2381@de.demo-bank.example,25-34
138.0,15610156,Ma,637.0,France,Male,40,2.0,133463.1,1.0,0.0,1.0,93165.34,0.0,Louis,Louis Ma,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,191 Rue Carnot,+33,+33 6 27 79 06 52,louis.ma.0156@fr.demo-bank.example,35-44
139.0,15594408,Chia,584.0,Spain,Female,48,2.0,213146.2,1.0,1.0,0.0,75161.25,1.0,Daniela,Daniela Chia,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,73 Paseo de la Constitución,+34,+34 747 759 618,daniela.chia.4408@es.demo-bank.example,45-54
140.0,15640905,Vasin,579.0,Spain,Female,35,1.0,129490.36,2.0,0.0,1.0,8590.83,1.0,Paula,Paula Vasin,ES,es_ES,Europe/Madrid,EUR,Region of Murcia,Murcia,30001,96 Calle de la Constitución,+34,+34 631 976 948,paula.vasin.0905@es.demo-bank.example,35-44
141.0,15698932,Groves,756.0,Germany,Male,44,10.0,137452.09,1.0,1.0,0.0,189543.9,0.0,Lukas,Lukas Groves,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,GartenStraße 154,+49,+49 171 9751386,lukas.groves.8932@de.demo-bank.example,35-44
142.0,15724944,Tien,663.0,France,Male,34,7.0,0.0,2.0,1.0,1.0,180427.24,0.0,Lucas,Lucas Tien,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,162 Boulevard de la République,+33,+33 6 95 59 01 84,lucas.tien.4944@fr.demo-bank.example,25-34
143.0,15628145,Forwood,682.0,France,Female,43,5.0,125851.93,1.0,1.0,1.0,193318.33,0.0,Julie,Julie Forwood,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,120 Rue Pasteur,+33,+33 7 00 57 02 39,julie.forwood.8145@fr.demo-bank.example,35-44
144.0,15713483,Greeves,793.0,Spain,Male,52,2.0,0.0,1.0,1.0,0.0,159123.82,1.0,Daniel,Daniel Greeves,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,84 Paseo del Sol,+34,+34 709 764 407,daniel.greeves.3483@es.demo-bank.example,45-54
145.0,15612350,Taylor,691.0,France,Female,31,5.0,40915.55,1.0,1.0,0.0,126213.84,1.0,Emma,Emma Taylor,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,18 Boulevard Voltaire,+33,+33 6 24 37 56 52,emma.taylor.2350@fr.demo-bank.example,25-34
146.0,15800703,Madukwe,485.0,Spain,Female,21,5.0,113157.22,1.0,1.0,1.0,54141.5,0.0,Martina,Martina Madukwe,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,155 Plaza Cervantes,+34,+34 628 320 214,martina.madukwe.0703@es.demo-bank.example,18-24
147.0,15705707,Bennelong,635.0,Spain,Female,29,8.0,138296.94,2.0,1.0,0.0,141075.51,0.0,Sofía,Sofía Bennelong,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,14 Calle Real,+34,+34 726 728 169,sofia.bennelong.5707@es.demo-bank.example,25-34
148.0,15754105,Olisanugo,650.0,France,Male,37,5.0,106967.18,1.0,0.0,0.0,24495.03,0.0,Thomas,Thomas Olisanugo,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,197 Rue Pasteur,+33,+33 6 41 71 17 59,thomas.olisanugo.4105@fr.demo-bank.example,35-44
149.0,15703264,Chukwufumnanya,735.0,France,Male,44,9.0,120681.63,1.0,1.0,0.0,74836.34,0.0,Thomas,Thomas Chukwufumnanya,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,75 Boulevard des Lilas,+33,+33 6 46 04 76 49,thomas.chukwufumnanya.3264@fr.demo-bank.example,35-44
150.0,15794413,Harris,416.0,France,Male,32,0.0,0.0,2.0,0.0,1.0,878.87,0.0,Nathan,Nathan Harris,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,113 Rue de la Paix,+33,+33 6 48 38 11 88,nathan.harris.4413@fr.demo-bank.example,25-34
151.0,15650237,Morgan,754.0,Spain,Female,32,7.0,0.0,2.0,1.0,0.0,89520.75,0.0,Sofía,Sofía Morgan,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,169 Paseo Goya,+34,+34 746 960 721,sofia.morgan.0237@es.demo-bank.example,25-34
152.0,15759618,Alexeeva,535.0,France,Female,48,9.0,0.0,1.0,1.0,0.0,149892.79,1.0,Léa,Léa Alexeeva,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,18 Allée de la Paix,+33,+33 7 44 97 63 72,lea.alexeeva.9618@fr.demo-bank.example,45-54
153.0,15811589,Metcalfe,716.0,Spain,Male,42,8.0,0.0,2.0,1.0,0.0,180800.42,0.0,Martín,Martín Metcalfe,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,69 Avenida Velázquez,+34,+34 630 497 539,martin.metcalfe.1589@es.demo-bank.example,35-44
154.0,15689044,Humphries,539.0,France,Male,37,2.0,127609.59,1.0,1.0,0.0,98646.22,0.0,Gabriel,Gabriel Humphries,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,30 Boulevard de la Paix,+33,+33 6 53 93 92 10,gabriel.humphries.9044@fr.demo-bank.example,35-44
155.0,15709368,Milne,614.0,France,Female,43,6.0,0.0,2.0,1.0,1.0,109041.53,0.0,Sarah,Sarah Milne,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,176 Boulevard Gambetta,+33,+33 6 02 30 49 44,sarah.milne.9368@fr.demo-bank.example,35-44
156.0,15679145,Chou,706.0,Spain,Male,57,7.0,0.0,1.0,1.0,0.0,17941.16,1.0,Alejandro,Alejandro Chou,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,17 Plaza Mayor,+34,+34 629 387 145,alejandro.chou.9145@es.demo-bank.example,55-64
157.0,15655007,Li,758.0,France,Female,33,7.0,0.0,2.0,0.0,0.0,82996.47,0.0,Sarah,Sarah Li,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,184 Rue Gambetta,+33,+33 6 16 80 06 10,sarah.li.5007@fr.demo-bank.example,25-34
158.0,15623595,Clayton,586.0,Spain,Female,28,2.0,0.0,2.0,1.0,1.0,92067.35,0.0,Sofía,Sofía Clayton,ES,es_ES,Europe/Madrid,EUR,Region of Murcia,Murcia,30001,160 Plaza Real,+34,+34 702 551 608,sofia.clayton.3595@es.demo-bank.example,25-34
159.0,15589975,Maclean,646.0,France,Female,73,6.0,97259.25,1.0,0.0,1.0,104719.66,0.0,Emma,Emma Maclean,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,127 Rue de la République,+33,+33 6 87 07 09 00,emma.maclean.9975@fr.demo-bank.example,65+
160.0,15804017,Chigolum,631.0,Germany,Female,33,4.0,123246.7,1.0,0.0,0.0,112687.57,0.0,Julia,Julia Chigolum,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,ParkWeg 106,+49,+49 152 5508297,julia.chigolum.4017@de.demo-bank.example,25-34
161.0,15692132,Wilkinson,717.0,Spain,Female,22,6.0,101060.25,1.0,0.0,1.0,84699.56,0.0,María,María Wilkinson,ES,es_ES,Europe/Madrid,EUR,Region of Murcia,Murcia,30001,24 Paseo San José,+34,+34 608 782 710,maria.wilkinson.2132@es.demo-bank.example,18-24
162.0,15641122,Wei,684.0,France,Male,30,2.0,0.0,2.0,1.0,0.0,83473.82,0.0,Nathan,Nathan Wei,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,95 Rue de la République,+33,+33 6 87 69 42 72,nathan.wei.1122@fr.demo-bank.example,25-34
163.0,15630910,Treacy,800.0,France,Female,49,7.0,108007.36,1.0,0.0,0.0,47125.11,0.0,Clara,Clara Treacy,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,34 Rue des Lilas,+33,+33 7 42 19 38 52,clara.treacy.0910@fr.demo-bank.example,45-54
164.0,15680772,Hu,721.0,Spain,Female,36,2.0,0.0,2.0,1.0,1.0,106977.8,0.0,Lucía,Lucía Hu,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,26 Plaza Real,+34,+34 653 528 222,lucia.hu.0772@es.demo-bank.example,35-44
165.0,15658929,Taverner,683.0,Spain,Male,29,0.0,133702.89,1.0,1.0,0.0,55582.54,1.0,Álvaro,Álvaro Taverner,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,120 Calle Gran Vía,+34,+34 625 977 722,alvaro.taverner.8929@es.demo-bank.example,25-34
166.0,15585388,Sherman,660.0,Germany,Male,31,9.0,125189.75,2.0,1.0,1.0,139874.43,0.0,Jonas,Jonas Sherman,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,KirchAllee 162,+49,+49 162 6135834,jonas.sherman.5388@de.demo-bank.example,25-34
167.0,15724623,Taubman,704.0,Germany,Female,24,7.0,113034.22,1.0,1.0,0.0,162503.48,1.0,Laura,Laura Taubman,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,LindenStraße 42,+49,+49 175 1118877,laura.taubman.4623@de.demo-bank.example,18-24
168.0,15588537,Robinson,615.0,Spain,Female,41,9.0,109013.23,1.0,1.0,0.0,196499.96,0.0,Claudia,Claudia Robinson,ES,es_ES,Europe/Madrid,EUR,Region of Murcia,Murcia,30001,110 Plaza San José,+34,+34 756 696 230,claudia.robinson.8537@es.demo-bank.example,35-44
169.0,15574692,Pinto,667.0,Spain,Female,39,2.0,0.0,2.0,1.0,0.0,40721.24,1.0,Carmen,Carmen Pinto,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,169 Calle Mayor,+34,+34 603 289 845,carmen.pinto.4692@es.demo-bank.example,35-44
170.0,15611325,Wood,682.0,Germany,Male,24,9.0,57929.81,2.0,0.0,0.0,53134.3,0.0,Leon,Leon Wood,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,BerlinerStraße 145,+49,+49 172 6415189,leon.wood.1325@de.demo-bank.example,18-24
171.0,15587562,Hawkins,484.0,France,Female,29,4.0,130114.39,1.0,1.0,0.0,164017.89,0.0,Sarah,Sarah Hawkins,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,39 Allée des Lilas,+33,+33 6 00 45 03 49,sarah.hawkins.7562@fr.demo-bank.example,25-34
172.0,15613172,Sun,628.0,Germany,Male,27,5.0,95826.49,2.0,1.0,0.0,155996.96,0.0,Lukas,Lukas Sun,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,GoethePlatz 138,+49,+49 157 6462935,lukas.sun.3172@de.demo-bank.example,25-34
173.0,15651022,Yost,480.0,Germany,Male,44,10.0,129608.57,1.0,1.0,0.0,5472.7,1.0,Tim,Tim Yost,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,BahnhofPlatz 114,+49,+49 170 1305226,tim.yost.1022@de.demo-bank.example,35-44
174.0,15586310,Ting,578.0,France,Male,30,4.0,169462.09,1.0,1.0,0.0,112187.11,0.0,Thomas,Thomas Ting,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,15 Boulevard Victor Hugo,+33,+33 7 45 94 54 14,thomas.ting.6310@fr.demo-bank.example,25-34
175.0,15625524,Rowe,512.0,France,Male,40,5.0,0.0,2.0,1.0,1.0,146457.83,0.0,Thomas,Thomas Rowe,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,9 Rue Jean Jaurès,+33,+33 7 81 84 72 42,thomas.rowe.5524@fr.demo-bank.example,35-44
